Statistical Areas Level 2 2021 code,Statistical Areas Level 2 2021 name,2020_Forecast,2021_Forecast,2022_Forecast,2023_Forecast
214011372,Frankston North,51984.63435864725,53024.327045820195,54084.8135867366,55166.509858471334
214011373,Frankston South,58090.32809288584,59252.13465474355,60437.17734783843,61645.9208947952
214011374,Langwarrin,57874.13141269839,59031.614040952365,60212.24632177141,61416.49124820684
214011375,Seaford (Vic.),54284.54479438181,55370.235690269445,56477.64040407483,57607.19321215633
214011376,Skye - Sandhurst,57486.01198665226,58635.732226385306,59808.446870913016,61004.61580833128
214021377,Dromana,47875.28359600121,48832.78926792123,49809.445053279655,50805.63395434525
214021379,Hastings - Somers,53513.72323879551,54583.99770357142,55675.677657642846,56789.1912107957
214021382,Mount Martha,52414.36088363679,53462.64810130953,54531.901063335725,55622.53908460244
214021383,Point Nepean,48389.965178571416,49357.76448214285,50344.9197717857,51351.81816722142
214021384,Rosebud - McCrae,47265.1381227601,48210.44088521531,49174.64970291961,50158.142696978
214021385,Somerville,53282.65132570206,54348.3043522161,55435.27043926043,56543.97584804564
215011386,Ararat,48782.59661210519,49758.2485443473,50753.41351523424,51768.48178553893
215011387,Ararat Surrounds,42731.99944642854,43586.639435357116,44458.37222406426,45347.53966854555
215011388,Horsham,49684.88335952625,50678.581026716776,51692.15264725111,52725.99570019613
215011390,Nhill Region,44271.88187103174,45157.319508452376,46060.46589862143,46981.67521659386
215011391,St Arnaud,41531.518738095234,42362.149112857136,43209.39209511428,44073.57993701656
215011392,Stawell,47225.63406268241,48170.14674393606,49133.54967881478,50116.22067239108
215011394,Yarriambiack,43189.8213690476,44053.61779642855,44934.69015235712,45833.383955404264
215021395,Irymple,47158.807778230745,48101.98393379536,49064.02361247127,50045.304084720694
215021396,Merbein,47414.561706349195,48362.85294047618,49330.109999285705,50316.712199271424
215021399,Red Cliffs,44890.9976031746,45788.81755523809,46704.59390634285,47638.68578446971
215021469,Mildura - North,46786.48419688482,47722.21388082251,48676.658158438964,49650.191321607745
215021470,Mildura - South,48428.59468275533,49397.16657641043,50385.10990793864,51392.812106097415
215031400,Buloke,42944.79627976188,43803.69220535712,44679.76604946426,45573.361370453546
215031401,Gannawarra,42541.023591269826,43391.844063095225,44259.68094435713,45144.87456324427
215031402,Kerang,44706.967999999986,45601.10735999999,46513.129507199985,47443.39209734398
215031403,Robinvale,40458.887892857136,41268.06565071428,42093.42696372856,42935.29550300314
215031404,Swan Hill,46987.33761310079,47927.0843653628,48885.62605267006,49863.33857372346
215031405,Swan Hill Surrounds,44606.02460714286,45498.14509928572,46408.10800127144,47336.27016129687
216011406,Echuca,49563.5123165261,50554.78256285663,51565.87821411376,52597.19577839604
216011407,Kyabram,47377.02498196248,48324.565481601734,49291.05679123377,50276.87792705845
216011408,Lockington - Gunbower,44613.69816666666,45505.972129999995,46416.091572599995,47344.41340405199
216011409,Rochester,44820.37938095237,45716.78696857142,46631.12270794285,47563.74516210171
216011410,Rushworth,44030.74502380951,44911.3599242857,45809.587122771416,46725.77886522684
216021411,Cobram,43176.51224603172,44040.04249095236,44920.843340771404,45819.260207586834
216021413,Numurkah,46575.33940079921,47506.846188815194,48456.9831125915,49426.12277484333
216021414,Yarrawonga,46186.949510748236,47110.6885009632,48052.902270982464,49013.96031640212
216031415,Mooroopna,50363.9105724227,51371.188783871155,52398.61255954858,53446.58481073955
216031416,Shepparton - North,52615.897924908415,53668.215883406585,54741.58020107472,55836.41180509621
216031418,Shepparton Surrounds - East,48994.67206349205,49974.56550476189,50974.05681485713,51993.53795115428
216031419,Shepparton Surrounds - West,47628.41616847041,48580.984491839816,49552.604181676616,50543.65626531015
217011420,Glenelg (Vic.),47428.313962532564,48376.88024178322,49344.41784661888,50331.30620355126
217011421,Hamilton (Vic.),47148.45123196248,48091.42025660173,49053.24866173376,50034.31363496844
217011422,Portland,51612.5218440667,52644.77228094803,53697.66772656699,54771.62108109833
217011423,Southern Grampians,42946.119865079345,43805.042262380935,44681.14310762855,45574.765969781125
217031471,Camperdown,41381.3919345238,42209.01977321428,43053.200168678566,43914.264172052135
217031472,Colac,49010.04952258854,49990.25051304031,50990.05552330112,52009.856633767144
217031474,Corangamite - North,45019.78346428571,45920.17913357143,46838.58271624286,47775.35437056772
